From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q12906	Q12906	reviewed	ILF3_HUMAN	Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80)	ILF3 DRBF MPHOSPH4 NF90	Homo sapiens (Human)	894
Q86T03	Q86T03	reviewed	PP4P1_HUMAN	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)	PIP4P1 C14orf9 TMEM55B	Homo sapiens (Human)	277
P29536	P29536	reviewed	LMOD1_HUMAN	Leiomodin-1 (64 kDa autoantigen 1D) (64 kDa autoantigen 1D3) (64 kDa autoantigen D1) (Leiomodin, muscle form) (Smooth muscle leiomodin) (SM-Lmod) (Thyroid-associated ophthalmopathy autoantigen)	LMOD1	Homo sapiens (Human)	600
Q8WX93	Q8WX93	reviewed	PALLD_HUMAN	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	PALLD KIAA0992 CGI-151	Homo sapiens (Human)	1383
Q96T58	Q96T58	reviewed	MINT_HUMAN	Msx2-interacting protein (SMART/HDAC1-associated repressor protein) (SPEN homolog)	SPEN KIAA0929 MINT SHARP	Homo sapiens (Human)	3664
P19634	P19634	reviewed	SL9A1_HUMAN	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	SLC9A1 APNH1 NHE1	Homo sapiens (Human)	815
Q9BRD0	Q9BRD0	reviewed	BUD13_HUMAN	BUD13 homolog	BUD13	Homo sapiens (Human)	619
Q9NWV8	Q9NWV8	reviewed	BABA1_HUMAN	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	BABAM1 C19orf62 MERIT40 NBA1 HSPC142	Homo sapiens (Human)	329
P10636	P10636	reviewed	TAU_HUMAN	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT MAPTL MTBT1 TAU	Homo sapiens (Human)	758
Q9H1E3	Q9H1E3	reviewed	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)	NUCKS1 NUCKS JC7	Homo sapiens (Human)	243
Q9H307	Q9H307	reviewed	PININ_HUMAN	Pinin (140 kDa nuclear and cell adhesion-related phosphoprotein) (Desmosome-associated protein) (Domain-rich serine protein) (DRS protein) (DRSP) (Melanoma metastasis clone A protein) (Nuclear protein SDK3) (SR-like protein)	PNN DRS MEMA	Homo sapiens (Human)	717
Q07666	Q07666	reviewed	KHDR1_HUMAN	KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)	KHDRBS1 SAM68	Homo sapiens (Human)	443
P46109	P46109	reviewed	CRKL_HUMAN	Crk-like protein	CRKL	Homo sapiens (Human)	303
Q9NZN4	Q9NZN4	reviewed	EHD2_HUMAN	EH domain-containing protein 2 (PAST homolog 2)	EHD2 PAST2	Homo sapiens (Human)	543
Q9H7N4	Q9H7N4	reviewed	SFR19_HUMAN	Splicing factor, arginine/serine-rich 19 (SR-related C-terminal domain-associated factor 1) (SR-related and CTD-associated factor 1) (SR-related-CTD-associated factor) (SCAF) (Serine arginine-rich pre-mRNA splicing factor SR-A1) (SR-A1)	SCAF1 SFRS19 SRA1	Homo sapiens (Human)	1312
Q03135	Q03135	reviewed	CAV1_HUMAN	Caveolin-1	CAV1 CAV	Homo sapiens (Human)	178
Q13595	Q13595	reviewed	TRA2A_HUMAN	Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A)	TRA2A	Homo sapiens (Human)	282
P02545	P02545	reviewed	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	LMNA LMN1	Homo sapiens (Human)	664
Q9Y2V2	Q9Y2V2	reviewed	CHSP1_HUMAN	Calcium-regulated heat-stable protein 1 (Calcium-regulated heat-stable protein of 24 kDa) (CRHSP-24)	CARHSP1	Homo sapiens (Human)	147
Q9Y2D8	Q9Y2D8	reviewed	ADIP_HUMAN	Afadin- and alpha-actinin-binding protein (ADIP) (Afadin DIL domain-interacting protein) (SSX2-interacting protein)	SSX2IP KIAA0923	Homo sapiens (Human)	614
Q13367	Q13367	reviewed	AP3B2_HUMAN	AP-3 complex subunit beta-2 (Adaptor protein complex AP-3 subunit beta-2) (Adaptor-related protein complex 3 subunit beta-2) (Beta-3B-adaptin) (Clathrin assembly protein complex 3 beta-2 large chain) (Neuron-specific vesicle coat protein beta-NAP)	AP3B2	Homo sapiens (Human)	1082
P40123	P40123	reviewed	CAP2_HUMAN	Adenylyl cyclase-associated protein 2 (CAP 2)	CAP2	Homo sapiens (Human)	477
P68871	P68871	reviewed	HBB_HUMAN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147
P35269	P35269	reviewed	T2FA_HUMAN	General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74)	GTF2F1 RAP74	Homo sapiens (Human)	517
Q9BXP5	Q9BXP5	reviewed	SRRT_HUMAN	Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)	SRRT ARS2 ASR2	Homo sapiens (Human)	876
Q14847	Q14847	reviewed	LASP1_HUMAN	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	LASP1 MLN50	Homo sapiens (Human)	261
Q13185	Q13185	reviewed	CBX3_HUMAN	Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein)	CBX3	Homo sapiens (Human)	183
P05060	P05060	reviewed	SCG1_HUMAN	Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: PE-11; GAWK peptide; CCB peptide]	CHGB SCG1	Homo sapiens (Human)	677
O94827	O94827	reviewed	PKHG5_HUMAN	Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Guanine nucleotide exchange factor 720) (GEF720)	PLEKHG5 KIAA0720	Homo sapiens (Human)	1006
Q02952	Q02952	reviewed	AKA12_HUMAN	A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen)	AKAP12 AKAP250	Homo sapiens (Human)	1782
Q96C24	Q96C24	reviewed	SYTL4_HUMAN	Synaptotagmin-like protein 4 (Exophilin-2) (Granuphilin)	SYTL4	Homo sapiens (Human)	671
P35612	P35612	reviewed	ADDB_HUMAN	Beta-adducin (Erythrocyte adducin subunit beta)	ADD2 ADDB	Homo sapiens (Human)	726
Q01130	Q01130	reviewed	SRSF2_HUMAN	Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)	SRSF2 SFRS2	Homo sapiens (Human)	221
O60504	O60504	reviewed	VINEX_HUMAN	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	SORBS3 SCAM1	Homo sapiens (Human)	671
Q4V328	Q4V328	reviewed	GRAP1_HUMAN	GRIP1-associated protein 1 (GRASP-1) [Cleaved into: GRASP-1 C-terminal chain (30kDa C-terminus form)]	GRIPAP1 KIAA1167	Homo sapiens (Human)	841
P49792	P49792	reviewed	RBP2_HUMAN	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)	RANBP2 NUP358	Homo sapiens (Human)	3224
P16403	P16403	reviewed	H12_HUMAN	Histone H1.2 (Histone H1c) (Histone H1d) (Histone H1s-1)	H1-2 H1F2 HIST1H1C	Homo sapiens (Human)	213
Q9BUH6	Q9BUH6	reviewed	PAXX_HUMAN	Protein PAXX (Paralog of XRCC4 and XLF) (XRCC4-like small protein)	PAXX C9orf142 XLS	Homo sapiens (Human)	204
P50402	P50402	reviewed	EMD_HUMAN	Emerin	EMD EDMD STA	Homo sapiens (Human)	254
Q5VUA4	Q5VUA4	reviewed	ZN318_HUMAN	Zinc finger protein 318 (Endocrine regulatory protein)	ZNF318 HRIHFB2436	Homo sapiens (Human)	2279
Q9H6Z4	Q9H6Z4	reviewed	RANB3_HUMAN	Ran-binding protein 3 (RanBP3)	RANBP3	Homo sapiens (Human)	567
P80303	P80303	reviewed	NUCB2_HUMAN	Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1]	NUCB2 NEFA	Homo sapiens (Human)	420
Q96BZ8	Q96BZ8	reviewed	LENG1_HUMAN	Leukocyte receptor cluster member 1	LENG1	Homo sapiens (Human)	264
P07900	P07900	reviewed	HS90A_HUMAN	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	HSP90AA1 HSP90A HSPC1 HSPCA	Homo sapiens (Human)	732
Q96S55	Q96S55	reviewed	WRIP1_HUMAN	ATPase WRNIP1 (EC 3.6.1.-) (Werner helicase-interacting protein 1)	WRNIP1 WHIP	Homo sapiens (Human)	665
P42696	P42696	reviewed	RBM34_HUMAN	RNA-binding protein 34 (RNA-binding motif protein 34)	RBM34 KIAA0117	Homo sapiens (Human)	430
Q9P1W3	Q9P1W3	reviewed	CSC1_HUMAN	Calcium permeable stress-gated cation channel 1 (Transmembrane protein 63C)	TMEM63C C14orf171 CSC1	Homo sapiens (Human)	806
Q14004	Q14004	reviewed	CDK13_HUMAN	Cyclin-dependent kinase 13 (EC 2.7.11.22) (EC 2.7.11.23) (CDC2-related protein kinase 5) (Cell division cycle 2-like protein kinase 5) (Cell division protein kinase 13) (hCDK13) (Cholinesterase-related cell division controller)	CDK13 CDC2L CDC2L5 CHED KIAA1791	Homo sapiens (Human)	1512
Q16352	Q16352	reviewed	AINX_HUMAN	Alpha-internexin (Alpha-Inx) (66 kDa neurofilament protein) (NF-66) (Neurofilament-66) (Neurofilament 5)	INA NEF5	Homo sapiens (Human)	499
Q92932	Q92932	reviewed	PTPR2_HUMAN	Receptor-type tyrosine-protein phosphatase N2 (R-PTP-N2) (EC 3.1.3.-) (EC 3.1.3.48) (Islet cell autoantigen-related protein) (IAR) (ICAAR) (Phogrin) [Cleaved into: IA-2beta60]	PTPRN2 KIAA0387	Homo sapiens (Human)	1015
P11171	P11171	reviewed	EPB41_HUMAN	Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1) (Erythrocyte membrane protein band 4.1)	EPB41 E41P	Homo sapiens (Human)	864
P26368	P26368	reviewed	U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	U2AF2 U2AF65	Homo sapiens (Human)	475
Q7Z406	Q7Z406	reviewed	MYH14_HUMAN	Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	MYH14 KIAA2034 FP17425	Homo sapiens (Human)	1995
P18206	P18206	reviewed	VINC_HUMAN	Vinculin (Metavinculin) (MV)	VCL	Homo sapiens (Human)	1134
O75475	O75475	reviewed	PSIP1_HUMAN	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	PSIP1 DFS70 LEDGF PSIP2	Homo sapiens (Human)	530
P55196	P55196	reviewed	AFAD_HUMAN	Afadin (ALL1-fused gene from chromosome 6 protein) (Protein AF-6) (Afadin adherens junction formation factor)	AFDN AF6 MLLT4	Homo sapiens (Human)	1824
Q96A00	Q96A00	reviewed	PP14A_HUMAN	Protein phosphatase 1 regulatory subunit 14A (17 kDa PKC-potentiated inhibitory protein of PP1) (Protein kinase C-potentiated inhibitor protein of 17 kDa) (CPI-17)	PPP1R14A CPI17 PPP1INL	Homo sapiens (Human)	147
P04264	P04264	reviewed	K2C1_HUMAN	Keratin, type II cytoskeletal 1 (67 kDa cytokeratin) (Cytokeratin-1) (CK-1) (Hair alpha protein) (Keratin-1) (K1) (Type-II keratin Kb1)	KRT1 KRTA	Homo sapiens (Human)	644
O75369	O75369	reviewed	FLNB_HUMAN	Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)	FLNB FLN1L FLN3 TABP TAP	Homo sapiens (Human)	2602
Q13247	Q13247	reviewed	SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	SRSF6 SFRS6 SRP55	Homo sapiens (Human)	344
O43561	O43561	reviewed	LAT_HUMAN	Linker for activation of T-cells family member 1 (36 kDa phospho-tyrosine adapter protein) (pp36) (p36-38)	LAT	Homo sapiens (Human)	262
P01008	P01008	reviewed	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464
Q9UHB7	Q9UHB7	reviewed	AFF4_HUMAN	AF4/FMR2 family member 4 (ALL1-fused gene from chromosome 5q31 protein) (Protein AF-5q31) (Major CDK9 elongation factor-associated protein)	AFF4 AF5Q31 MCEF HSPC092	Homo sapiens (Human)	1163
P48634	P48634	reviewed	PRC2A_HUMAN	Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)	PRRC2A BAT2 G2	Homo sapiens (Human)	2157
O75145	O75145	reviewed	LIPA3_HUMAN	Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3)	PPFIA3 KIAA0654	Homo sapiens (Human)	1194
Q8N122	Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335
Q14194	Q14194	reviewed	DPYL1_HUMAN	Dihydropyrimidinase-related protein 1 (DRP-1) (Collapsin response mediator protein 1) (CRMP-1) (Inactive dihydropyrimidinase) (Unc-33-like phosphoprotein 3) (ULIP-3)	CRMP1 DPYSL1 ULIP3	Homo sapiens (Human)	572
P19021	P19021	reviewed	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	PAM	Homo sapiens (Human)	973
O75351	O75351	reviewed	VPS4B_HUMAN	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	VPS4B SKD1 VPS42 MIG1	Homo sapiens (Human)	444
Q70CQ2	Q70CQ2	reviewed	UBP34_HUMAN	Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34)	USP34 KIAA0570 KIAA0729	Homo sapiens (Human)	3546
Q03701	Q03701	reviewed	CEBPZ_HUMAN	CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor)	CEBPZ CBF2	Homo sapiens (Human)	1054
Q8TBE7	Q8TBE7	reviewed	S35G2_HUMAN	Solute carrier family 35 member G2 (Transmembrane protein 22)	SLC35G2 TMEM22	Homo sapiens (Human)	412
Q13425	Q13425	reviewed	SNTB2_HUMAN	Beta-2-syntrophin (59 kDa dystrophin-associated protein A1 basic component 2) (Syntrophin-3) (SNT3) (Syntrophin-like) (SNTL)	SNTB2 D16S2531E SNT2B2 SNTL	Homo sapiens (Human)	540
Q07955	Q07955	reviewed	SRSF1_HUMAN	Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3	Homo sapiens (Human)	248
O43237	O43237	reviewed	DC1L2_HUMAN	Cytoplasmic dynein 1 light intermediate chain 2 (Dynein light intermediate chain 2, cytosolic) (LIC-2) (LIC53/55)	DYNC1LI2 DNCLI2 LIC2	Homo sapiens (Human)	492
P06748	P06748	reviewed	NPM_HUMAN	Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)	NPM1 NPM	Homo sapiens (Human)	294
O15069	O15069	reviewed	NACAD_HUMAN	NAC-alpha domain-containing protein 1	NACAD KIAA0363	Homo sapiens (Human)	1562
P36915	P36915	reviewed	GNL1_HUMAN	Guanine nucleotide-binding protein-like 1 (GTP-binding protein HSR1)	GNL1 HSR1	Homo sapiens (Human)	607
O94811	O94811	reviewed	TPPP_HUMAN	Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)	TPPP TPPP1	Homo sapiens (Human)	219
Q9BVV8	Q9BVV8	reviewed	F174C_HUMAN	Protein FAM174C	FAM174C C19orf24	Homo sapiens (Human)	132
Q14195	Q14195	reviewed	DPYL3_HUMAN	Dihydropyrimidinase-related protein 3 (DRP-3) (Collapsin response mediator protein 4) (CRMP-4) (Unc-33-like phosphoprotein 1) (ULIP-1)	DPYSL3 CRMP4 DRP3 ULIP ULIP1	Homo sapiens (Human)	570
Q9Y6K1	Q9Y6K1	reviewed	DNM3A_HUMAN	DNA (cytosine-5)-methyltransferase 3A (Dnmt3a) (EC 2.1.1.37) (Cysteine methyltransferase DNMT3A) (EC 2.1.1.-) (DNA methyltransferase HsaIIIA) (DNA MTase HsaIIIA) (M.HsaIIIA)	DNMT3A	Homo sapiens (Human)	912
Q9Y5B6	Q9Y5B6	reviewed	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1)	PAXBP1 C21orf66 GCFC GCFC1	Homo sapiens (Human)	917
P50747	P50747	reviewed	BPL1_HUMAN	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	HLCS	Homo sapiens (Human)	726
Q8NFC6	Q8NFC6	reviewed	BD1L1_HUMAN	Biorientation of chromosomes in cell division protein 1-like 1	BOD1L1 BOD1L FAM44A KIAA1327	Homo sapiens (Human)	3051
Q9NYF8	Q9NYF8	reviewed	BCLF1_HUMAN	Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)	BCLAF1 BTF KIAA0164	Homo sapiens (Human)	920
Q13442	Q13442	reviewed	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)	PDAP1 HASPP28	Homo sapiens (Human)	181
P30414	P30414	reviewed	NKTR_HUMAN	NK-tumor recognition protein (NK-TR protein) (Natural-killer cells cyclophilin-related protein) (Peptidyl-prolyl cis-trans isomerase NKTR) (PPIase) (EC 5.2.1.8) (Rotamase)	NKTR	Homo sapiens (Human)	1462
Q8N3V7	Q8N3V7	reviewed	SYNPO_HUMAN	Synaptopodin	SYNPO KIAA1029	Homo sapiens (Human)	929
Q5KSL6	Q5KSL6	reviewed	DGKK_HUMAN	Diacylglycerol kinase kappa (DAG kinase kappa) (DGK-kappa) (EC 2.7.1.107) (142 kDa diacylglycerol kinase) (Diglyceride kinase kappa)	DGKK	Homo sapiens (Human)	1271
Q86U90	Q86U90	reviewed	YRDC_HUMAN	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) (Dopamine receptor-interacting protein 3) (Ischemia/reperfusion-inducible protein homolog) (hIRIP)	YRDC DRIP3 IRIP	Homo sapiens (Human)	279
Q15154	Q15154	reviewed	PCM1_HUMAN	Pericentriolar material 1 protein (PCM-1) (hPCM-1)	PCM1	Homo sapiens (Human)	2024
P12694	P12694	reviewed	ODBA_HUMAN	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	BCKDHA	Homo sapiens (Human)	445
P26232	P26232	reviewed	CTNA2_HUMAN	Catenin alpha-2 (Alpha N-catenin) (Alpha-catenin-related protein)	CTNNA2 CAPR	Homo sapiens (Human)	953
P55201	P55201	reviewed	BRPF1_HUMAN	Peregrin (Bromodomain and PHD finger-containing protein 1) (Protein Br140)	BRPF1 BR140	Homo sapiens (Human)	1214
Q8WWQ0	Q8WWQ0	reviewed	PHIP_HUMAN	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	PHIP DCAF14 WDR11	Homo sapiens (Human)	1821
Q9UHW9	Q9UHW9	reviewed	S12A6_HUMAN	Solute carrier family 12 member 6 (Electroneutral potassium-chloride cotransporter 3) (K-Cl cotransporter 3)	SLC12A6 KCC3	Homo sapiens (Human)	1150
O75494	O75494	reviewed	SRS10_HUMAN	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	SRSF10 FUSIP1 FUSIP2 SFRS13A TASR	Homo sapiens (Human)	262
Q96CX2	Q96CX2	reviewed	KCD12_HUMAN	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	KCTD12 C13orf2 KIAA1778 PFET1	Homo sapiens (Human)	325
Q9Y446	Q9Y446	reviewed	PKP3_HUMAN	Plakophilin-3	PKP3	Homo sapiens (Human)	797
O95674	O95674	reviewed	CDS2_HUMAN	Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2)	CDS2	Homo sapiens (Human)	445
Q9Y2J2	Q9Y2J2	reviewed	E41L3_HUMAN	Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3, N-terminally processed]	EPB41L3 DAL1 KIAA0987	Homo sapiens (Human)	1087
Q9Y4F1	Q9Y4F1	reviewed	FARP1_HUMAN	FERM, ARHGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (FERM, RhoGEF and pleckstrin domain-containing protein 1) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)	FARP1 CDEP PLEKHC2	Homo sapiens (Human)	1045
O75643	O75643	reviewed	U520_HUMAN	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	SNRNP200 ASCC3L1 BRR2 HELIC2 KIAA0788	Homo sapiens (Human)	2136
P25205	P25205	reviewed	MCM3_HUMAN	DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102)	MCM3	Homo sapiens (Human)	808
Q32MZ4	Q32MZ4	reviewed	LRRF1_HUMAN	Leucine-rich repeat flightless-interacting protein 1 (LRR FLII-interacting protein 1) (GC-binding factor 2) (TAR RNA-interacting protein)	LRRFIP1 GCF2 TRIP	Homo sapiens (Human)	808
P01189	P01189	reviewed	COLI_HUMAN	Pro-opiomelanocortin (POMC) (Corticotropin-lipotropin) [Cleaved into: NPP; Melanotropin gamma (Gamma-MSH); Potential peptide; Corticotropin (Adrenocorticotropic hormone) (ACTH); Melanocyte-stimulating hormone alpha (Alpha-MSH) (Melanotropin alpha); Corticotropin-like intermediary peptide (CLIP); Lipotropin beta (Beta-LPH); Lipotropin gamma (Gamma-LPH); Melanocyte-stimulating hormone beta (Beta-MSH) (Melanotropin beta); Beta-endorphin; Met-enkephalin]	POMC	Homo sapiens (Human)	267
Q969R2	Q969R2	reviewed	OSBP2_HUMAN	Oxysterol-binding protein 2 (Oxysterol-binding protein-related protein 4) (ORP-4) (OSBP-related protein 4)	OSBP2 KIAA1664 ORP4 OSBPL4	Homo sapiens (Human)	916
O95425	O95425	reviewed	SVIL_HUMAN	Supervillin (Archvillin) (p205/p250)	SVIL	Homo sapiens (Human)	2214
Q9HCE9	Q9HCE9	reviewed	ANO8_HUMAN	Anoctamin-8 (Transmembrane protein 16H)	ANO8 KIAA1623 TMEM16H	Homo sapiens (Human)	1232
P10645	P10645	reviewed	CMGA_HUMAN	Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor]	CHGA	Homo sapiens (Human)	457
Q8TAD8	Q8TAD8	reviewed	SNIP1_HUMAN	Smad nuclear-interacting protein 1 (FHA domain-containing protein SNIP1)	SNIP1	Homo sapiens (Human)	396
