From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9Y5L3	Q9Y5L3	reviewed	ENTP2_HUMAN	Ectonucleoside triphosphate diphosphohydrolase 2 (NTPDase 2) (EC 3.6.1.-) (CD39 antigen-like 1) (Ecto-ATP diphosphohydrolase 2) (Ecto-ATPDase 2) (Ecto-ATPase 2)	ENTPD2 CD39L1	Homo sapiens (Human)	495
Q0PNE2	Q0PNE2	reviewed	ELP6_HUMAN	Elongator complex protein 6 (Angiotonin-transactivated protein 1) (Protein TMEM103)	ELP6 ATP1 C3orf75 TMEM103	Homo sapiens (Human)	266
P26583	P26583	reviewed	HMGB2_HUMAN	High mobility group protein B2 (High mobility group protein 2) (HMG-2)	HMGB2 HMG2	Homo sapiens (Human)	209
Q53GT1	Q53GT1	reviewed	KLH22_HUMAN	Kelch-like protein 22	KLHL22	Homo sapiens (Human)	634
Q08830	Q08830	reviewed	FGL1_HUMAN	Fibrinogen-like protein 1 (HP-041) (Hepassocin) (HPS) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1)	FGL1 HFREP1	Homo sapiens (Human)	312
Q6UXD5	Q6UXD5	reviewed	SE6L2_HUMAN	Seizure 6-like protein 2	SEZ6L2 PSK UNQ1903/PRO4349	Homo sapiens (Human)	910
Q13585	Q13585	reviewed	MTR1L_HUMAN	Melatonin-related receptor (G protein-coupled receptor 50) (H9)	GPR50	Homo sapiens (Human)	617
P00915	P00915	reviewed	CAH1_HUMAN	Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I) (Cyanamide hydratase CA1) (EC 4.2.1.69)	CA1	Homo sapiens (Human)	261
O14907	O14907	reviewed	TX1B3_HUMAN	Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1)	TAX1BP3 TIP1	Homo sapiens (Human)	124
O14647	O14647	reviewed	CHD2_HUMAN	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2)	CHD2	Homo sapiens (Human)	1828
Q96NY7	Q96NY7	reviewed	CLIC6_HUMAN	Chloride intracellular channel protein 6 (Parchorin)	CLIC6 CLIC1L	Homo sapiens (Human)	704
Q14847	Q14847	reviewed	LASP1_HUMAN	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	LASP1 MLN50	Homo sapiens (Human)	261
Q6N022	Q6N022	reviewed	TEN4_HUMAN	Teneurin-4 (Ten-4) (Protein Odd Oz/ten-m homolog 4) (Tenascin-M4) (Ten-m4) (Teneurin transmembrane protein 4)	TENM4 KIAA1302 ODZ4 TNM4	Homo sapiens (Human)	2769
Q5TEC6	Q5TEC6	reviewed	H37_HUMAN	Histone H3-7	H3-7 H3-2 HIST2H3PS2	Homo sapiens (Human)	136
H3BV60	H3BV60	reviewed	TGR3L_HUMAN	Transforming growth factor-beta receptor type 3-like protein (TGF-beta receptor type-3-like protein) (TGFR-3L) (Transforming growth factor-beta receptor type III-like protein) (TGF-beta receptor type III-like protein)	TGFBR3L	Homo sapiens (Human)	292
P98160	P98160	reviewed	PGBM_HUMAN	Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]	HSPG2	Homo sapiens (Human)	4391
P16104	P16104	reviewed	H2AX_HUMAN	Histone H2AX (H2a/x) (Histone H2A.X)	H2AX H2AFX	Homo sapiens (Human)	143
Q5T619	Q5T619	reviewed	ZN648_HUMAN	Zinc finger protein 648	ZNF648	Homo sapiens (Human)	568
P08294	P08294	reviewed	SODE_HUMAN	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	SOD3	Homo sapiens (Human)	240
P16402	P16402	reviewed	H13_HUMAN	Histone H1.3 (Histone H1c) (Histone H1s-2)	H1-3 H1F3 HIST1H1D	Homo sapiens (Human)	221
Q71UI9	Q71UI9	reviewed	H2AV_HUMAN	Histone H2A.V (H2A.F/Z) (H2A.Z variant histone 2)	H2AZ2 H2AFV H2AV	Homo sapiens (Human)	128
Q9Y217	Q9Y217	reviewed	MTMR6_HUMAN	Myotubularin-related protein 6 (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTMR6	Homo sapiens (Human)	621
P15328	P15328	reviewed	FOLR1_HUMAN	Folate receptor alpha (FR-alpha) (Adult folate-binding protein) (FBP) (Folate receptor 1) (Folate receptor, adult) (KB cells FBP) (Ovarian tumor-associated antigen MOv18)	FOLR1 FOLR	Homo sapiens (Human)	257
Q9HBI1	Q9HBI1	reviewed	PARVB_HUMAN	Beta-parvin (Affixin)	PARVB CGI-56	Homo sapiens (Human)	364
Q96PD5	Q96PD5	reviewed	PGRP2_HUMAN	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long) (PGRP-L)	PGLYRP2 PGLYRPL PGRPL UNQ3103/PRO10102	Homo sapiens (Human)	576
Q9H4E7	Q9H4E7	reviewed	DEFI6_HUMAN	Differentially expressed in FDCP 6 homolog (DEF-6) (IRF4-binding protein)	DEF6 IBP	Homo sapiens (Human)	631
P01011	P01011	reviewed	AACT_HUMAN	Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less]	SERPINA3 AACT GIG24 GIG25	Homo sapiens (Human)	423
P40197	P40197	reviewed	GPV_HUMAN	Platelet glycoprotein V (GPV) (Glycoprotein 5) (CD antigen CD42d)	GP5	Homo sapiens (Human)	560
P50238	P50238	reviewed	CRIP1_HUMAN	Cysteine-rich protein 1 (CRP-1) (Cysteine-rich heart protein) (CRHP) (hCRHP) (Cysteine-rich intestinal protein) (CRIP)	CRIP1 CRIP CRP1	Homo sapiens (Human)	77
P00734	P00734	reviewed	THRB_HUMAN	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2	Homo sapiens (Human)	622
O94850	O94850	reviewed	DEND_HUMAN	Dendrin	DDN KIAA0749	Homo sapiens (Human)	711
Q9BUF5	Q9BUF5	reviewed	TBB6_HUMAN	Tubulin beta-6 chain (Tubulin beta class V)	TUBB6	Homo sapiens (Human)	446
P07602	P07602	reviewed	SAP_HUMAN	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	PSAP GLBA SAP1	Homo sapiens (Human)	524
Q9NX76	Q9NX76	reviewed	CKLF6_HUMAN	CKLF-like MARVEL transmembrane domain-containing protein 6 (Chemokine-like factor superfamily member 6)	CMTM6 CKLFSF6	Homo sapiens (Human)	183
Q8IUE6	Q8IUE6	reviewed	H2A2B_HUMAN	Histone H2A type 2-B (H2A-clustered histone 21)	H2AC21 HIST2H2AB	Homo sapiens (Human)	130
P13598	P13598	reviewed	ICAM2_HUMAN	Intercellular adhesion molecule 2 (ICAM-2) (CD antigen CD102)	ICAM2	Homo sapiens (Human)	275
P36980	P36980	reviewed	FHR2_HUMAN	Complement factor H-related protein 2 (FHR-2) (DDESK59) (H factor-like 3) (H factor-like protein 2)	CFHR2 CFHL2 FHR2 HFL3	Homo sapiens (Human)	270
P08779	P08779	reviewed	K1C16_HUMAN	Keratin, type I cytoskeletal 16 (Cytokeratin-16) (CK-16) (Keratin-16) (K16)	KRT16 KRT16A	Homo sapiens (Human)	473
Q04695	Q04695	reviewed	K1C17_HUMAN	Keratin, type I cytoskeletal 17 (39.1) (Cytokeratin-17) (CK-17) (Keratin-17) (K17)	KRT17	Homo sapiens (Human)	432
P01031	P01031	reviewed	CO5_HUMAN	Complement C5 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 4) [Cleaved into: Complement C5 beta chain; Complement C5 alpha chain; C5a anaphylatoxin; Complement C5 alpha' chain]	C5 CPAMD4	Homo sapiens (Human)	1676
Q8IVU3	Q8IVU3	reviewed	HERC6_HUMAN	Probable E3 ubiquitin-protein ligase HERC6 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 6) (HECT-type E3 ubiquitin transferase HERC6)	HERC6	Homo sapiens (Human)	1022
Q86UY8	Q86UY8	reviewed	NT5D3_HUMAN	5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase)	NT5DC3 GNN TU12B1-TY	Homo sapiens (Human)	548
O00462	O00462	reviewed	MANBA_HUMAN	Beta-mannosidase (EC 3.2.1.25) (Lysosomal beta A mannosidase) (Mannanase) (Mannase)	MANBA MANB1	Homo sapiens (Human)	879
Q9NZH0	Q9NZH0	reviewed	GPC5B_HUMAN	G-protein coupled receptor family C group 5 member B (A-69G12.1) (Retinoic acid-induced gene 2 protein) (RAIG-2)	GPRC5B RAIG2	Homo sapiens (Human)	403
Q96R05	Q96R05	reviewed	RET7_HUMAN	Retinoid-binding protein 7 (Cellular retinoic acid-binding protein 4) (CRABP4) (CRBP4) (Cellular retinoic acid-binding protein IV) (CRABP-IV)	RBP7	Homo sapiens (Human)	134
Q9UMZ3	Q9UMZ3	reviewed	PTPRQ_HUMAN	Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.-) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q) (EC 3.1.3.48)	PTPRQ	Homo sapiens (Human)	2332
P04792	P04792	reviewed	HSPB1_HUMAN	Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27)	HSPB1 HSP27 HSP28	Homo sapiens (Human)	205
O15061	O15061	reviewed	SYNEM_HUMAN	Synemin (Desmuslin)	SYNM DMN KIAA0353 SYN	Homo sapiens (Human)	1565
Q92522	Q92522	reviewed	H1X_HUMAN	Histone H1.10 (Histone H1x)	H1-10 H1FX	Homo sapiens (Human)	213
O43286	O43286	reviewed	B4GT5_HUMAN	Beta-1,4-galactosyltransferase 5 (Beta-1,4-GalTase 5) (Beta4Gal-T5) (b4Gal-T5) (EC 2.4.1.-) (Beta-1,4-GalT II) (Glucosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.274) (Lactosylceramide synthase) (LacCer synthase) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 5) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 5)	B4GALT5	Homo sapiens (Human)	388
P05091	P05091	reviewed	ALDH2_HUMAN	Aldehyde dehydrogenase, mitochondrial (EC 1.2.1.3) (ALDH class 2) (ALDH-E2) (ALDHI)	ALDH2 ALDM	Homo sapiens (Human)	517
P48735	P48735	reviewed	IDHP_HUMAN	Isocitrate dehydrogenase [NADP], mitochondrial (IDH) (EC 1.1.1.42) (ICD-M) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH2	Homo sapiens (Human)	452
Q15746	Q15746	reviewed	MYLK_HUMAN	Myosin light chain kinase, smooth muscle (MLCK) (smMLCK) (EC 2.7.11.18) (Kinase-related protein) (KRP) (Telokin) [Cleaved into: Myosin light chain kinase, smooth muscle, deglutamylated form]	MYLK MLCK MLCK1 MYLK1	Homo sapiens (Human)	1914
Q2MV58	Q2MV58	reviewed	TECT1_HUMAN	Tectonic-1	TCTN1 TECT1 UNQ9369/PRO34160	Homo sapiens (Human)	587
P01701	P01701	reviewed	LV151_HUMAN	Immunoglobulin lambda variable 1-51 (Ig lambda chain V-I region BL2) (Ig lambda chain V-I region EPS) (Ig lambda chain V-I region NEW) (Ig lambda chain V-I region NIG-64)	IGLV1-51	Homo sapiens (Human)	117
O95258	O95258	reviewed	UCP5_HUMAN	Brain mitochondrial carrier protein 1 (BMCP-1) (Mitochondrial uncoupling protein 5) (UCP 5) (Solute carrier family 25 member 14)	SLC25A14 BMCP1 UCP5 UNQ791/PRO1682	Homo sapiens (Human)	325
P68871	P68871	reviewed	HBB_HUMAN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147
Q5SNT2	Q5SNT2	reviewed	TM201_HUMAN	Transmembrane protein 201 (Spindle-associated membrane protein 1)	TMEM201 NET5 SAMP1	Homo sapiens (Human)	666
P11169	P11169	reviewed	GTR3_HUMAN	Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)	SLC2A3 GLUT3	Homo sapiens (Human)	496
Q8N8J7	Q8N8J7	reviewed	F241A_HUMAN	Uncharacterized protein FAM241A	FAM241A C4orf32	Homo sapiens (Human)	132
P04004	P04004	reviewed	VTNC_HUMAN	Vitronectin (VN) (S-protein) (Serum-spreading factor) (V75) [Cleaved into: Vitronectin V65 subunit; Vitronectin V10 subunit; Somatomedin-B]	VTN	Homo sapiens (Human)	478
P12259	P12259	reviewed	FA5_HUMAN	Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	F5	Homo sapiens (Human)	2224
Q9H0Y0	Q9H0Y0	reviewed	ATG10_HUMAN	Ubiquitin-like-conjugating enzyme ATG10 (EC 2.3.2.-) (Autophagy-related protein 10) (APG10-like)	ATG10 APG10L PP12616	Homo sapiens (Human)	220
P17900	P17900	reviewed	SAP3_HUMAN	Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short]	GM2A	Homo sapiens (Human)	193
O75879	O75879	reviewed	GATB_HUMAN	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112 homolog)	GATB PET112 PET112L HSPC199	Homo sapiens (Human)	557
P32455	P32455	reviewed	GBP1_HUMAN	Guanylate-binding protein 1 (EC 3.6.1.-) (EC 3.6.5.-) (GTP-binding protein 1) (GBP-1) (HuGBP-1) (hGBP1) (Guanine nucleotide-binding protein 1) (Interferon-induced guanylate-binding protein 1)	GBP1	Homo sapiens (Human)	592
Q13822	Q13822	reviewed	ENPP2_HUMAN	Ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (E-NPP 2) (EC 3.1.4.39) (Autotaxin) (Extracellular lysophospholipase D) (LysoPLD)	ENPP2 ATX PDNP2	Homo sapiens (Human)	863
Q15847	Q15847	reviewed	ADIRF_HUMAN	Adipogenesis regulatory factor (Adipogenesis factor rich in obesity) (Adipose most abundant gene transcript 2 protein) (Adipose-specific protein 2) (apM-2)	ADIRF AFRO APM2 C10orf116	Homo sapiens (Human)	76
Q96HC4	Q96HC4	reviewed	PDLI5_HUMAN	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	PDLIM5 ENH L9	Homo sapiens (Human)	596
P22748	P22748	reviewed	CAH4_HUMAN	Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV)	CA4	Homo sapiens (Human)	312
Q9BT67	Q9BT67	reviewed	NFIP1_HUMAN	NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein)	NDFIP1 N4WBP5 PSEC0192 PSEC0223	Homo sapiens (Human)	221
O75558	O75558	reviewed	STX11_HUMAN	Syntaxin-11	STX11	Homo sapiens (Human)	287
Q14764	Q14764	reviewed	MVP_HUMAN	Major vault protein (MVP) (Lung resistance-related protein)	MVP LRP	Homo sapiens (Human)	893
O76024	O76024	reviewed	WFS1_HUMAN	Wolframin	WFS1	Homo sapiens (Human)	890
P35609	P35609	reviewed	ACTN2_HUMAN	Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein)	ACTN2	Homo sapiens (Human)	894
O60890	O60890	reviewed	OPHN1_HUMAN	Oligophrenin-1	OPHN1	Homo sapiens (Human)	802
P01780	P01780	reviewed	HV307_HUMAN	Immunoglobulin heavy variable 3-7 (Ig heavy chain V-III region GAL) (Ig heavy chain V-III region GAR) (Ig heavy chain V-III region JON)	IGHV3-7	Homo sapiens (Human)	117
O95352	O95352	reviewed	ATG7_HUMAN	Ubiquitin-like modifier-activating enzyme ATG7 (ATG12-activating enzyme E1 ATG7) (Autophagy-related protein 7) (APG7-like) (hAGP7) (Ubiquitin-activating enzyme E1-like protein)	ATG7 APG7L	Homo sapiens (Human)	703
P10412	P10412	reviewed	H14_HUMAN	Histone H1.4 (Histone H1b) (Histone H1s-4)	H1-4 H1F4 HIST1H1E	Homo sapiens (Human)	219
Q86XK7	Q86XK7	reviewed	VSIG1_HUMAN	V-set and immunoglobulin domain-containing protein 1 (Cell surface A33 antigen) (Glycoprotein A34)	VSIG1 GPA34	Homo sapiens (Human)	387
Q03518	Q03518	reviewed	TAP1_HUMAN	Antigen peptide transporter 1 (APT1) (EC 7.4.2.14) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein) (RING4)	TAP1 ABCB2 PSF1 RING4 Y3	Homo sapiens (Human)	748
Q8TD06	Q8TD06	reviewed	AGR3_HUMAN	Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)	AGR3 BCMP11 PDIA18 UNQ642/PRO1272	Homo sapiens (Human)	166
Q9BYD1	Q9BYD1	reviewed	RM13_HUMAN	Large ribosomal subunit protein uL13m (39S ribosomal protein L13, mitochondrial) (L13mt) (MRP-L13)	MRPL13	Homo sapiens (Human)	178
P08727	P08727	reviewed	K1C19_HUMAN	Keratin, type I cytoskeletal 19 (Cytokeratin-19) (CK-19) (Keratin-19) (K19)	KRT19	Homo sapiens (Human)	400
P98095	P98095	reviewed	FBLN2_HUMAN	Fibulin-2 (FIBL-2)	FBLN2	Homo sapiens (Human)	1184
O76038	O76038	reviewed	SEGN_HUMAN	Secretagogin	SCGN SECRET	Homo sapiens (Human)	276
P01833	P01833	reviewed	PIGR_HUMAN	Polymeric immunoglobulin receptor (PIgR) (Poly-Ig receptor) (Hepatocellular carcinoma-associated protein TB6) [Cleaved into: Secretory component]	PIGR	Homo sapiens (Human)	764
P08575	P08575	reviewed	PTPRC_HUMAN	Receptor-type tyrosine-protein phosphatase C (EC 3.1.3.48) (Leukocyte common antigen) (L-CA) (T200) (CD antigen CD45)	PTPRC CD45	Homo sapiens (Human)	1306
Q8NBS9	Q8NBS9	reviewed	TXND5_HUMAN	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	Homo sapiens (Human)	432
Q9NZP8	Q9NZP8	reviewed	C1RL_HUMAN	Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-) (C1r-like serine protease analog protein) (CLSPa)	C1RL C1RL1 C1RLP CLSPA	Homo sapiens (Human)	487
Q6ZXV5	Q6ZXV5	reviewed	TMTC3_HUMAN	Protein O-mannosyl-transferase TMTC3 (EC 2.4.1.109) (Protein SMILE) (Transmembrane and TPR repeat-containing protein 3)	TMTC3	Homo sapiens (Human)	915
P11387	P11387	reviewed	TOP1_HUMAN	DNA topoisomerase 1 (EC 5.6.2.1) (DNA topoisomerase I)	TOP1	Homo sapiens (Human)	765
P20851	P20851	reviewed	C4BPB_HUMAN	C4b-binding protein beta chain	C4BPB	Homo sapiens (Human)	252
P02768	P02768	reviewed	ALBU_HUMAN	Albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	Homo sapiens (Human)	609
Q5SSJ5	Q5SSJ5	reviewed	HP1B3_HUMAN	Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74)	HP1BP3	Homo sapiens (Human)	553
Q6P4F2	Q6P4F2	reviewed	FDX2_HUMAN	Ferredoxin-2, mitochondrial (Adrenodoxin-like protein) (Ferredoxin-1-like protein)	FDX2 FDX1L	Homo sapiens (Human)	186
Q9H8L6	Q9H8L6	reviewed	MMRN2_HUMAN	Multimerin-2 (EMILIN-3) (Elastin microfibril interface located protein 3) (Elastin microfibril interfacer 3) (EndoGlyx-1 p125/p140 subunit)	MMRN2 EMILIN3	Homo sapiens (Human)	949
A1X283	A1X283	reviewed	SPD2B_HUMAN	SH3 and PX domain-containing protein 2B (Adapter protein HOFI) (Factor for adipocyte differentiation 49) (Tyrosine kinase substrate with four SH3 domains)	SH3PXD2B FAD49 KIAA1295 TKS4	Homo sapiens (Human)	911
Q8N126	Q8N126	reviewed	CADM3_HUMAN	Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1)	CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258	Homo sapiens (Human)	398
O94886	O94886	reviewed	CSCL1_HUMAN	CSC1-like protein 1 (Transmembrane protein 63A)	TMEM63A KIAA0489 KIAA0792	Homo sapiens (Human)	807
Q86UX7	Q86UX7	reviewed	URP2_HUMAN	Fermitin family homolog 3 (Kindlin-3) (MIG2-like protein) (Unc-112-related protein 2)	FERMT3 KIND3 MIG2B URP2	Homo sapiens (Human)	667
P08567	P08567	reviewed	PLEK_HUMAN	Pleckstrin (Platelet 47 kDa protein) (p47)	PLEK P47	Homo sapiens (Human)	350
Q9Y5V0	Q9Y5V0	reviewed	ZN706_HUMAN	Zinc finger protein 706	ZNF706 HSPC038 PNAS-113	Homo sapiens (Human)	76
Q9C005	Q9C005	reviewed	DPY30_HUMAN	Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)	DPY30	Homo sapiens (Human)	99
Q6ZU65	Q6ZU65	reviewed	UBN2_HUMAN	Ubinuclein-2	UBN2 KIAA2030	Homo sapiens (Human)	1347
P02545	P02545	reviewed	LMNA_HUMAN	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	LMNA LMN1	Homo sapiens (Human)	664
O95197	O95197	reviewed	RTN3_HUMAN	Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII)	RTN3 ASYIP NSPL2	Homo sapiens (Human)	1032
O43795	O43795	reviewed	MYO1B_HUMAN	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	MYO1B	Homo sapiens (Human)	1136
P43235	P43235	reviewed	CATK_HUMAN	Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	CTSK CTSO CTSO2	Homo sapiens (Human)	329
Q14315	Q14315	reviewed	FLNC_HUMAN	Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin)	FLNC ABPL FLN2	Homo sapiens (Human)	2725
P06331	P06331	reviewed	HV434_HUMAN	Immunoglobulin heavy variable 4-34 (Ig heavy chain V-II region ARH-77)	IGHV4-34	Homo sapiens (Human)	123
O94973	O94973	reviewed	AP2A2_HUMAN	AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit)	AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899	Homo sapiens (Human)	939
P19971	P19971	reviewed	TYPH_HUMAN	Thymidine phosphorylase (TP) (EC 2.4.2.4) (Gliostatin) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (TdRPase)	TYMP ECGF1	Homo sapiens (Human)	482
A6NHQ2	A6NHQ2	reviewed	FBLL1_HUMAN	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1 (EC 2.1.1.-) (Protein-glutamine methyltransferase)	FBLL1	Homo sapiens (Human)	334
Q9P0K7	Q9P0K7	reviewed	RAI14_HUMAN	Ankycorbin (Ankyrin repeat and coiled-coil structure-containing protein) (Novel retinal pigment epithelial cell protein) (Retinoic acid-induced protein 14)	RAI14 KIAA1334 NORPEG	Homo sapiens (Human)	980
Q9ULT0	Q9ULT0	reviewed	TTC7A_HUMAN	Tetratricopeptide repeat protein 7A (TPR repeat protein 7A)	TTC7A KIAA1140 TTC7	Homo sapiens (Human)	858
P12429	P12429	reviewed	ANXA3_HUMAN	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)	ANXA3 ANX3	Homo sapiens (Human)	323
Q13449	Q13449	reviewed	LSAMP_HUMAN	Limbic system-associated membrane protein (LSAMP) (IgLON family member 3)	LSAMP IGLON3 LAMP	Homo sapiens (Human)	338
P01008	P01008	reviewed	ANT3_HUMAN	Antithrombin-III (ATIII) (Serpin C1)	SERPINC1 AT3 PRO0309	Homo sapiens (Human)	464
P78383	P78383	reviewed	S35B1_HUMAN	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	SLC35B1 UGTREL1	Homo sapiens (Human)	322
P51159	P51159	reviewed	RB27A_HUMAN	Ras-related protein Rab-27A (Rab-27) (EC 3.6.5.2) (GTP-binding protein Ram)	RAB27A RAB27	Homo sapiens (Human)	221
Q9P2U8	Q9P2U8	reviewed	VGLU2_HUMAN	Vesicular glutamate transporter 2 (VGluT2) (Differentiation-associated BNPI) (Differentiation-associated Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 6)	SLC17A6 DNPI VGLUT2	Homo sapiens (Human)	582
Q5BJH2	Q5BJH2	reviewed	TM128_HUMAN	Transmembrane protein 128	TMEM128	Homo sapiens (Human)	165
P46939	P46939	reviewed	UTRN_HUMAN	Utrophin (Dystrophin-related protein 1) (DRP-1)	UTRN DMDL DRP1	Homo sapiens (Human)	3433
